Input.turn_id,Input.query,Input.passage_id,Input.passage,Input.relevance_score,answerable_sentences,unanswerable_sentences
104_12,What are important evaluation measures for web search engines?,CAR_f33ab18d9f433da1dd64162661d0a4a86b1018b7,"Together, these components form an information retrieval test collection. The test collection serves as a standard for testing retrieval approaches, and the success of each approach is measured in terms of two measures: precision and recall. Test collections and evaluation measures based on precision and recall are driving forces behind modern research on search systems. Cleverdon's approach formed a blueprint for the successful Text Retrieval Conference series that began in 1992.",2,"{'Test collections and evaluation measures based on precision and recall are driving forces behind modern research on search systems.', 'The test collection serves as a standard for testing retrieval approaches, and the success of each approach is measured in terms of two measures: precision and recall.'}","{'Together, these components form an information retrieval test collection.', ""Cleverdon's approach formed a blueprint for the successful Text Retrieval Conference series that began in 1992.""}"
104_12,What are important evaluation measures for web search engines?,CAR_f395f64260c6e48b2a4b7a04a488873d136ff5e9,"Virtually all modern evaluation metrics (e.g., mean average precision, discounted cumulative gain) are designed for ranked retrieval without any explicit rank cutoff, taking into account the relative order of the documents retrieved by the search engines and giving more weight to documents returned at higher ranks.",2,"{'Virtually all modern evaluation metrics (e.g., mean average precision, discounted cumulative gain) are designed for ranked retrieval without any explicit rank cutoff, taking into account the relative order of the documents retrieved by the search engines and giving more weight to documents returned at higher ranks.'}",set()
104_13,What are important online evaluation metrics for web search?,CAR_0330dd95b0222318cced0ad2b9e81100c26bc56a,"An example of this is dwell time, which is a measure of how long a user spends viewing the page linked to in a search result. It is an indicator of how well the search result met the query intent of the user, and is used as a feedback mechanism to improve search results.Another example of this is the Surf Canyon browser extension, which advances search results from later pages of the result set based on both user interaction (clicking an icon) and time spent viewing the page linked to in a search result.",2,"{'An example of this is dwell time, which is a measure of how long a user spends viewing the page linked to in a search result.', 'It is an indicator of how well the search result met the query intent of the user, and is used as a feedback mechanism to improve search results.Another example of this is the Surf Canyon browser extension, which advances search results from later pages of the result set based on both user interaction (clicking an icon) and time spent viewing the page linked to in a search result.'}",set()
104_13,What are important online evaluation metrics for web search?,CAR_2571b660a8d41e2c5e8439cbe749ecf22faa0a33,"Session success rate measures the ratio of user sessions that lead to a success. Defining 'success' is often dependent on context, but for search a successful result is often measured using dwell time as a primary factor along with secondary user interaction, for instance, the user copying the result URL is considered a successful result, as is copy/pasting from the snippet.",3,"{""Defining 'success' is often dependent on context, but for search a successful result is often measured using dwell time as a primary factor along with secondary user interaction, for instance, the user copying the result URL is considered a successful result, as is copy/pasting from the snippet."", 'Session success rate measures the ratio of user sessions that lead to a success.'}",set()
104_13,What are important online evaluation metrics for web search?,CAR_41a5ee05efa9c31f95bd71253894fb65d67d2b79,"The most important factors determining whether customers return to a website are ease of use and the presence of user-friendly features. Usability testing is important for finding problems and improvements in a web site. Methods for evaluating usability include heuristic evaluation, cognitive walkthrough, and user testing. Each technique has its own characteristics and emphasizes different aspects of the user experience.",3,"{'Methods for evaluating usability include heuristic evaluation, cognitive walkthrough, and user testing.', 'Usability testing is important for finding problems and improvements in a web site.', 'The most important factors determining whether customers return to a website are ease of use and the presence of user-friendly features.', 'Each technique has its own characteristics and emphasizes different aspects of the user experience.'}",set()
104_13,What are important online evaluation metrics for web search?,CAR_41b81ffc3f09f82b7e43fe1baea23ed121019777,"Internet Application Management services address this “grey area” by evaluating performance using standard web application metrics such as page load times, concurrency capability, and slow queries as a starting point. These optimizations and tuning of a web application can be achieved through first creating benchmarks using tools such as ApacheBench or J-Meter through load simulation. The output of load testing runs can then be used to identify file system and application performance improvements to be made not only at the application level, but at the operating system level - something often overlooked in the development process.",3,"{'These optimizations and tuning of a web application can be achieved through first creating benchmarks using tools such as ApacheBench or J-Meter through load simulation.', 'Internet Application Management services address this “grey area” by evaluating performance using standard web application metrics such as page load times, concurrency capability, and slow queries as a starting point.'}","{'The output of load testing runs can then be used to identify file system and application performance improvements to be made not only at the application level, but at the operating system level - something often overlooked in the development process.'}"
104_13,What are important online evaluation metrics for web search?,CAR_f120a021c03cfe36e2ee1fc074368169429a8792,"Search analytics is the use of search data to investigate particular interactions among Web searchers, the search engine, or the content during searching episodes. The resulting analysis and aggregation of search engine statistics can be used in search engine marketing (SEM) and search engine optimization (SEO). In other words, search analytics helps website owners understand and improve their performance on search engines, for example identifying highly valuable site visitors. or understanding user intent. Search analytics includes search volume trends and analysis, reverse searching (entering websites to see their keywords), keyword monitoring, search result and advertisement history, advertisement spending statistics, website comparisons, affiliate marketing statistics, multivariate ad testing, et al.",3,"{'Search analytics is the use of search data to investigate particular interactions among Web searchers, the search engine, or the content during searching episodes.', 'In other words, search analytics helps website owners understand and improve their performance on search engines, for example identifying highly valuable site visitors.', 'or understanding user intent.', 'Search analytics includes search volume trends and analysis, reverse searching (entering websites to see their keywords), keyword monitoring, search result and advertisement history, advertisement spending statistics, website comparisons, affiliate marketing statistics, multivariate ad testing, et al.'}",{'The resulting analysis and aggregation of search engine statistics can be used in search engine marketing (SEM) and search engine optimization (SEO).'}
104_3,Who are some important British Information Retrieval researchers?,CAR_0527e5e8fce1b419afe3e9fb954b89b9c4d00022,"The origin of Freenet can be traced to Ian Clarke's student project at the University of Edinburgh, which he completed as a graduation requirement in the summer of 1999. Ian Clarke's resulting unpublished report 'A distributed decentralized information storage and retrieval system' (1999) provided foundation for the seminal paper written in collaboration with other researchers, 'Freenet: A Distributed Anonymous Information Storage and Retrieval System' (2001). According to CiteSeer, it became one of the most frequently cited computer science articles in 2002.",2,"{""Ian Clarke's resulting unpublished report 'A distributed decentralized information storage and retrieval system' (1999) provided foundation for the seminal paper written in collaboration with other researchers, 'Freenet: A Distributed Anonymous Information Storage and Retrieval System' (2001)."", ""The origin of Freenet can be traced to Ian Clarke's student project at the University of Edinburgh, which he completed as a graduation requirement in the summer of 1999.""}","{'According to CiteSeer, it became one of the most frequently cited computer science articles in 2002.'}"
104_3,Who are some important British Information Retrieval researchers?,CAR_0c51063fb9e781181e9514270de3a04b3f06a3f9,"Frederick Wilfrid ('Wilf') Lancaster (September 4, 1933 – August 25, 2013) was a British-American information scientist. He immigrated to the USA in 1959 and worked as information specialist for the National Library of Medicine in Bethesda, Maryland from 1965–68. He was a professor at the University of Illinois, Urbana from 1972-92 and professor emeritus from 1992-2013. He continued as an honored scholar after retirement speaking on the evolution of librarianship in the 20th and 21st century.  Lancaster made notable achievements with early online retrieval systems, including evaluation studies of MEDLARS.  He published broadly in Library and Information Science over a period of four decades and continuously emerged as a visionary leader in the field, where research, writing, and teaching earned him the highest honors in the profession. Lancaster excelled at many fronts: as scholar, educator, mentor, and writer.",2,"{""Frederick Wilfrid ('Wilf') Lancaster (September 4, 1933 – August 25, 2013) was a British-American information scientist."", 'Lancaster excelled at many fronts: as scholar, educator, mentor, and writer.', 'Lancaster made notable achievements with early online retrieval systems, including evaluation studies of MEDLARS.'}","{'He immigrated to the USA in 1959 and worked as information specialist for the National Library of Medicine in Bethesda, Maryland from 1965–68.', 'He published broadly in Library and Information Science over a period of four decades and continuously emerged as a visionary leader in the field, where research, writing, and teaching earned him the highest honors in the profession.', 'He was a professor at the University of Illinois, Urbana from 1972-92 and professor emeritus from 1992-2013.', 'He continued as an honored scholar after retirement speaking on the evolution of librarianship in the 20th and 21st century.'}"
104_3,Who are some important British Information Retrieval researchers?,CAR_1c65ae2c1130a92bbd1f35dfbd0ad406b48c81e4,"The NOTIS family of products was presented to the British Computing Society by Jeremy Salter. Roger Tagg et al. (BCS, End User SG, 1985) and endorsed as the BCS model for user interface. The same endorsement was awarded to NOTIS-IR as a model for information storage and retrieval. the European Commission published in 1985 NOTIS-IR as reference model for document and information search and retrieval.",2,"{'Roger Tagg et al.', 'The NOTIS family of products was presented to the British Computing Society by Jeremy Salter.'}","{'(BCS, End User SG, 1985) and endorsed as the BCS model for user interface.', 'the European Commission published in 1985 NOTIS-IR as reference model for document and information search and retrieval.', 'The same endorsement was awarded to NOTIS-IR as a model for information storage and retrieval.'}"
104_3,Who are some important British Information Retrieval researchers?,CAR_ba4619e372348ebeb40fc8b0e5d2a116c236cd7b,"Jack Mills (1918 – 9 July 2010) was a British librarian and classification researcher, who worked for more than sixty years in the study, teaching, development and promotion of library classification and information retrieval, principally as a major figure in the British school of facet analysis which builds on the traditions of Henry E. Bliss and S.R. Ranganathan.",2,"{'Ranganathan.', 'Jack Mills (1918 – 9 July 2010) was a British librarian and classification researcher, who worked for more than sixty years in the study, teaching, development and promotion of library classification and information retrieval, principally as a major figure in the British school of facet analysis which builds on the traditions of Henry E. Bliss and S.R.'}",set()
104_3,Who are some important British Information Retrieval researchers?,CAR_d0f46cdf42e889d0632bc58b5153909092841764,C. J. 'Keith' van Rijsbergen FREng (Cornelis Joost van Rijsbergen) (born 1943) is a professor of computer science and the leader of the Glasgow Information Retrieval Group based at the University of Glasgow. He is one of the founders of modern Information Retrieval and the author of the seminal monograph Information Retrieval and of the textbook The Geometry of Information Retrieval.,2,"{""'Keith' van Rijsbergen FREng (Cornelis Joost van Rijsbergen) (born 1943) is a professor of computer science and the leader of the Glasgow Information Retrieval Group based at the University of Glasgow."", 'He is one of the founders of modern Information Retrieval and the author of the seminal monograph Information Retrieval and of the textbook The Geometry of Information Retrieval.', 'C. J.'}",set()
104_4,What did Cyril Cleverdon's studies contribute to the evaluation of Information Retrieval systems?,CAR_2ba6e4254c1b2f9573e435b48e77fbcb530ccf50,"Information retrieval (IR) is the area of study concerned with searching for documents, for information within documents, and for metadata about documents, as well as that of searching structured storage, relational databases, and the World Wide Web. Automated information retrieval systems are used to reduce what has been called 'information overload'. Many universities and public libraries use IR systems to provide access to books, journals and other documents. Web search engines are the most visible IR applications.",0,set(),"{""Automated information retrieval systems are used to reduce what has been called 'information overload'."", 'Many universities and public libraries use IR systems to provide access to books, journals and other documents.', 'Web search engines are the most visible IR applications.', 'Information retrieval (IR) is the area of study concerned with searching for documents, for information within documents, and for metadata about documents, as well as that of searching structured storage, relational databases, and the World Wide Web.'}"
104_4,What did Cyril Cleverdon's studies contribute to the evaluation of Information Retrieval systems?,CAR_57d3ffe21cb7e7bc36695f05e6b102ce700c6864,"With the help of NSF funding, Cleverdon started a series of projects in 1957 that lasted for about 10 years in which he and his colleagues set the stage for information retrieval research. In the Cranfield project, retrieval experiments were conducted on test databases in a controlled, laboratory-like setting. The aim of the research was to improve the retrieval effectiveness of information retrieval systems, by developing better indexing languages and methods. The components of the experiments were:",2,"{'The aim of the research was to improve the retrieval effectiveness of information retrieval systems, by developing better indexing languages and methods.', 'With the help of NSF funding, Cleverdon started a series of projects in 1957 that lasted for about 10 years in which he and his colleagues set the stage for information retrieval research.'}","{'In the Cranfield project, retrieval experiments were conducted on test databases in a controlled, laboratory-like setting.', 'The components of the experiments were:'}"
104_4,What did Cyril Cleverdon's studies contribute to the evaluation of Information Retrieval systems?,CAR_5936a92f311a3d0c180c3161f5ab1494e3ad4eda,"The Cranfield experiments were computer information retrieval experiments conducted by Cyril W. Cleverdon at Cranfield University in the 1960s, to evaluate the efficiency of indexing systems.",1,"{'The Cranfield experiments were computer information retrieval experiments conducted by Cyril W. Cleverdon at Cranfield University in the 1960s, to evaluate the efficiency of indexing systems.'}",set()
104_4,What did Cyril Cleverdon's studies contribute to the evaluation of Information Retrieval systems?,CAR_e073cdcae6993f6334946382ef0cfba7a23b31ce,"Not only did Cleverdon's Cranfield studies introduce experimental research into computer science, the outcomes of the project also established the basis of the automatic indexing as done in today's search engines. Essentially, Cleverdon found that the use of single terms from the documents achieved the best retrieval performance, as opposed to manually assigned thesaurus terms, synonyms, etc. These results were very controversial at the time. In the Cranfield 2 Report, Cleverdon said:",4,"{'Essentially, Cleverdon found that the use of single terms from the documents achieved the best retrieval performance, as opposed to manually assigned thesaurus terms, synonyms, etc.', ""Not only did Cleverdon's Cranfield studies introduce experimental research into computer science, the outcomes of the project also established the basis of the automatic indexing as done in today's search engines.""}","{'These results were very controversial at the time.', 'In the Cranfield 2 Report, Cleverdon said:'}"
104_4,What did Cyril Cleverdon's studies contribute to the evaluation of Information Retrieval systems?,CAR_f33ab18d9f433da1dd64162661d0a4a86b1018b7,"Together, these components form an information retrieval test collection. The test collection serves as a standard for testing retrieval approaches, and the success of each approach is measured in terms of two measures: precision and recall. Test collections and evaluation measures based on precision and recall are driving forces behind modern research on search systems. Cleverdon's approach formed a blueprint for the successful Text Retrieval Conference series that began in 1992.",2,"{""Cleverdon's approach formed a blueprint for the successful Text Retrieval Conference series that began in 1992.""}","{'Together, these components form an information retrieval test collection.', 'The test collection serves as a standard for testing retrieval approaches, and the success of each approach is measured in terms of two measures: precision and recall.', 'Test collections and evaluation measures based on precision and recall are driving forces behind modern research on search systems.'}"
104_6,How did the Cranfield Experiments influence modern information retrieval evaluation initiatives?,CAR_9189669ee5be07de29e784c88974679e56d380f5,"Important in the IR-tradition have been, among others, the Cranfield experiments, which were founded in the 1950s, and the TREC experiments (Text Retrieval Conferences) starting in 1992. It was the Cranfield experiments, which introduced the famous measures “recall” and “precision” as evaluation criteria for systems efficiency. The Cranfield experiments found that classification systems like UDC and facet-analytic systems were less efficient compared to free-text searches or low level indexing systems (“UNITERM”). The Cranfield I test found according to Ellis (1996, 3-6) the following results.",2,"{'It was the Cranfield experiments, which introduced the famous measures “recall” and “precision” as evaluation criteria for systems efficiency.', 'The Cranfield experiments found that classification systems like UDC and facet-analytic systems were less efficient compared to free-text searches or low level indexing systems (“UNITERM”).'}","{'Important in the IR-tradition have been, among others, the Cranfield experiments, which were founded in the 1950s, and the TREC experiments (Text Retrieval Conferences) starting in 1992.', 'The Cranfield I test found according to Ellis (1996, 3-6) the following results.'}"
104_6,How did the Cranfield Experiments influence modern information retrieval evaluation initiatives?,CAR_99043d06b1bfa2a76bde2726e9edf7765fd3b72b,"The information retrieval community has emphasized the use of test collections and benchmark tasks to measure topical relevance, starting with the Cranfield Experiments of the early 1960s and culminating in the TREC evaluations that continue to this day as the main evaluation framework for information retrieval research.",2,"{'The information retrieval community has emphasized the use of test collections and benchmark tasks to measure topical relevance, starting with the Cranfield Experiments of the early 1960s and culminating in the TREC evaluations that continue to this day as the main evaluation framework for information retrieval research.'}",set()
104_6,How did the Cranfield Experiments influence modern information retrieval evaluation initiatives?,CAR_e073cdcae6993f6334946382ef0cfba7a23b31ce,"Not only did Cleverdon's Cranfield studies introduce experimental research into computer science, the outcomes of the project also established the basis of the automatic indexing as done in today's search engines. Essentially, Cleverdon found that the use of single terms from the documents achieved the best retrieval performance, as opposed to manually assigned thesaurus terms, synonyms, etc. These results were very controversial at the time. In the Cranfield 2 Report, Cleverdon said:",3,"{'Essentially, Cleverdon found that the use of single terms from the documents achieved the best retrieval performance, as opposed to manually assigned thesaurus terms, synonyms, etc.', ""Not only did Cleverdon's Cranfield studies introduce experimental research into computer science, the outcomes of the project also established the basis of the automatic indexing as done in today's search engines.""}","{'These results were very controversial at the time.', 'In the Cranfield 2 Report, Cleverdon said:'}"
104_6,How did the Cranfield Experiments influence modern information retrieval evaluation initiatives?,CAR_f041a09c412533d214cc4756f05f05ed28f356c9,"In order to evaluate how well an information retrieval system retrieved topically relevant results, the relevance of retrieved results must be quantified. In Cranfield-style evaluations, this typically involves assigning a relevance level to each retrieved result, a process known as relevance assessment. Relevance levels can be binary (indicating a result is relevant or that it is not relevant), or graded (indicating results have a varying degree of match between the topic of the result and the information need).   Once relevance levels have been assigned to the retrieved results, information retrieval performance measures can be used to assess the quality of a retrieval system's output.",2,"{'In Cranfield-style evaluations, this typically involves assigning a relevance level to each retrieved result, a process known as relevance assessment.', 'In order to evaluate how well an information retrieval system retrieved topically relevant results, the relevance of retrieved results must be quantified.', 'Relevance levels can be binary (indicating a result is relevant or that it is not relevant), or graded (indicating results have a varying degree of match between the topic of the result and the information need).'}","{""Once relevance levels have been assigned to the retrieved results, information retrieval performance measures can be used to assess the quality of a retrieval system's output.""}"
104_6,How did the Cranfield Experiments influence modern information retrieval evaluation initiatives?,CAR_f33ab18d9f433da1dd64162661d0a4a86b1018b7,"Together, these components form an information retrieval test collection. The test collection serves as a standard for testing retrieval approaches, and the success of each approach is measured in terms of two measures: precision and recall. Test collections and evaluation measures based on precision and recall are driving forces behind modern research on search systems. Cleverdon's approach formed a blueprint for the successful Text Retrieval Conference series that began in 1992.",1,"{'Test collections and evaluation measures based on precision and recall are driving forces behind modern research on search systems.', ""Cleverdon's approach formed a blueprint for the successful Text Retrieval Conference series that began in 1992.""}","{'Together, these components form an information retrieval test collection.', 'The test collection serves as a standard for testing retrieval approaches, and the success of each approach is measured in terms of two measures: precision and recall.'}"
104_7,What is TREC for information retrieval research?,CAR_14ad79757fc328eef8c44b779c7751565428000a,"The test collections developed at TREC are useful not just for (potentially) helping researchers advance the state of the art, but also for allowing developers of new (commercial) retrieval products to evaluate their effectiveness on standard tests.  In the past decade, TREC has created new tests for enterprise e-mail search, genomics search, spam filtering, e-Discovery, and several other retrieval domains.",3,"{'In the past decade, TREC has created new tests for enterprise e-mail search, genomics search, spam filtering, e-Discovery, and several other retrieval domains.', 'The test collections developed at TREC are useful not just for (potentially) helping researchers advance the state of the art, but also for allowing developers of new (commercial) retrieval products to evaluate their effectiveness on standard tests.'}",set()
104_7,What is TREC for information retrieval research?,CAR_bb61b1ea45856e8cbde9ca1799b3aa39cebceff0,"Formalized search engine evaluation has been ongoing for many years.  For example, the Text REtrieval Conference (TREC) was started in 1992 to support research within the information retrieval community by providing the infrastructure necessary for large-scale evaluation of text retrieval methodologies.  Most of today's commercial search engines include technology first developed in TREC.",3,"{'For example, the Text REtrieval Conference (TREC) was started in 1992 to support research within the information retrieval community by providing the infrastructure necessary for large-scale evaluation of text retrieval methodologies.'}","{""Most of today's commercial search engines include technology first developed in TREC."", 'Formalized search engine evaluation has been ongoing for many years.'}"
104_7,What is TREC for information retrieval research?,CAR_e8c23427635f085ca5a8a449bb69316c9897d948,"In 1992, the US Department of Defense along with the National Institute of Standards and Technology (NIST), cosponsored the Text Retrieval Conference (TREC) as part of the TIPSTER text program. The aim of this was to look into the information retrieval community by supplying the infrastructure that was needed for evaluation of text retrieval methodologies on a very large text collection. This catalyzed research on methods that scale to huge corpora. The introduction of web search engines has boosted the need for very large scale retrieval systems even further.",3,"{'This catalyzed research on methods that scale to huge corpora.', 'In 1992, the US Department of Defense along with the National Institute of Standards and Technology (NIST), cosponsored the Text Retrieval Conference (TREC) as part of the TIPSTER text program.', 'The aim of this was to look into the information retrieval community by supplying the infrastructure that was needed for evaluation of text retrieval methodologies on a very large text collection.'}",{'The introduction of web search engines has boosted the need for very large scale retrieval systems even further.'}
104_7,What is TREC for information retrieval research?,CAR_fc8e2e752c00d2fb23716ebee18433e7a2f29bfc,"The Text REtrieval Conference (TREC) is an ongoing series of workshops focusing on a list of different information retrieval (IR) research areas, or tracks. It is co-sponsored by the National Institute of Standards and Technology (NIST) and the Intelligence Advanced Research Projects Activity (part of the office of the Director of National Intelligence), and began in 1992 as part of the TIPSTER Text program. Its purpose is to support and encourage research within the information retrieval community by providing the infrastructure necessary for large-scale evaluation of text retrieval methodologies and to increase the speed of lab-to-product transfer of technology.",4,"{'Its purpose is to support and encourage research within the information retrieval community by providing the infrastructure necessary for large-scale evaluation of text retrieval methodologies and to increase the speed of lab-to-product transfer of technology.', 'The Text REtrieval Conference (TREC) is an ongoing series of workshops focusing on a list of different information retrieval (IR) research areas, or tracks.'}","{'It is co-sponsored by the National Institute of Standards and Technology (NIST) and the Intelligence Advanced Research Projects Activity (part of the office of the Director of National Intelligence), and began in 1992 as part of the TIPSTER Text program.'}"
104_7,What is TREC for information retrieval research?,MARCO_4593337,"Text Retrieval Conference. For other uses of TREC, see TREC (disambiguation). The Text REtrieval Conference (TREC) is an ongoing series of workshops focusing on a list of different information retrieval (IR) research areas, or tracks.",2,"{'Text Retrieval Conference.', 'The Text REtrieval Conference (TREC) is an ongoing series of workshops focusing on a list of different information retrieval (IR) research areas, or tracks.'}","{'For other uses of TREC, see TREC (disambiguation).'}"
104_8,What are some recent TREC tasks?,CAR_14ad79757fc328eef8c44b779c7751565428000a,"The test collections developed at TREC are useful not just for (potentially) helping researchers advance the state of the art, but also for allowing developers of new (commercial) retrieval products to evaluate their effectiveness on standard tests.  In the past decade, TREC has created new tests for enterprise e-mail search, genomics search, spam filtering, e-Discovery, and several other retrieval domains.",1,"{'In the past decade, TREC has created new tests for enterprise e-mail search, genomics search, spam filtering, e-Discovery, and several other retrieval domains.'}","{'The test collections developed at TREC are useful not just for (potentially) helping researchers advance the state of the art, but also for allowing developers of new (commercial) retrieval products to evaluate their effectiveness on standard tests.'}"
104_8,What are some recent TREC tasks?,CAR_76a49c5d4b83b1928933eeb7d67eea36b7035b48,"Since 2015, Grossman has served as a coordinator for the Total Recall Track at the National Institute of Standards and Technology's Text Retrieval Conference (TREC). In 2010 and 2011, she served as a coordinator for the Legal Track at TREC; in 2008 and 2009, she served as a subject matter expert.",2,"{'In 2010 and 2011, she served as a coordinator for the Legal Track at TREC; in 2008 and 2009, she served as a subject matter expert.', ""Since 2015, Grossman has served as a coordinator for the Total Recall Track at the National Institute of Standards and Technology's Text Retrieval Conference (TREC).""}",set()
104_8,What are some recent TREC tasks?,CAR_c56480057a9a2b42a30ab6c7208ffd6cfc2b7074,"The TRECVID evaluation meetings are an on-going series of workshops focusing on a list of different information retrieval (IR) research areas in content-based retrieval and exploitation of digital video. TRECVID is co-sponsored by the National Institute of Standards and Technology (NIST) and other US government agencies. Various participating research groups make significant contributions. The goal of the workshops is to encourage research in content-based video retrieval and analysis by providing large test collections, realistic system tasks, uniform scoring procedures, and a forum for organizations interested in comparing their results.",2,"{'The TRECVID evaluation meetings are an on-going series of workshops focusing on a list of different information retrieval (IR) research areas in content-based retrieval and exploitation of digital video.', 'TRECVID is co-sponsored by the National Institute of Standards and Technology (NIST) and other US government agencies.', 'The goal of the workshops is to encourage research in content-based video retrieval and analysis by providing large test collections, realistic system tasks, uniform scoring procedures, and a forum for organizations interested in comparing their results.'}",{'Various participating research groups make significant contributions.'}
104_8,What are some recent TREC tasks?,CAR_fab48deecb67593175fe43a9731fbeb4f9c37eea,The term 'adversarial information retrieval' was first coined in 2000 by Andrei Broder (then Chief Scientist at Alta Vista) during the Web plenary session at the TREC-9 conference.,1,"{""The term 'adversarial information retrieval' was first coined in 2000 by Andrei Broder (then Chief Scientist at Alta Vista) during the Web plenary session at the TREC-9 conference.""}",set()
104_8,What are some recent TREC tasks?,CAR_fd5e2741dc60184df6657819a91a02fdf71d7e96,"Since 2001, he has been a program committee member of The Text Retrieval Conference (TREC). He is a coordinator of the TREC Total Recall Track, and past coordinator of the TREC Legal Track (2010 - 2011) and TREC Spam Track (2005 - 2007). Cormack is past president of the Conference on Email and Anti-Spam.",2,"{'He is a coordinator of the TREC Total Recall Track, and past coordinator of the TREC Legal Track (2010 - 2011) and TREC Spam Track (2005 - 2007).'}","{'Since 2001, he has been a program committee member of The Text Retrieval Conference (TREC).', 'Cormack is past president of the Conference on Email and Anti-Spam.'}"
104_9,e-Discovery?  What's that?,CAR_31d5f3d13c01fa9b1cdf6a5885d37a457da9c9e7,"Electronic discovery (also E-discovery or ediscovery) refers to discovery in legal proceedings such as litigation, government investigations, or Freedom of Information Act requests, where the information sought is in electronic format (often referred to as electronically stored information or ESI).  Electronic discovery is subject to rules of civil procedure and agreed-upon processes, often involving review for privilege and relevance before data are turned over to the requesting party.",4,"{'Electronic discovery is subject to rules of civil procedure and agreed-upon processes, often involving review for privilege and relevance before data are turned over to the requesting party.', 'Electronic discovery (also E-discovery or ediscovery) refers to discovery in legal proceedings such as litigation, government investigations, or Freedom of Information Act requests, where the information sought is in electronic format (often referred to as electronically stored information or ESI).'}",set()
104_9,e-Discovery?  What's that?,CAR_c29c94dd476388eba9becce0b0c752461b2b52bf,"Under the law of the United States, civil discovery is wide-ranging and can involve any material which is 'reasonably calculated to lead to admissible evidence.'  This is a much broader standard than relevance, because it contemplates the exploration of evidence which might be relevant, rather than evidence which is truly relevant.  (Issues of the scope of relevance are taken care of before trial in motions in limine and during trial with objections.) Certain types of information are generally protected from discovery; these include information which is privileged and the work product of the opposing party. Other types of information may be protected, depending on the type of case and the status of the party.  For instance, juvenile criminal records are generally not discoverable, peer review findings by hospitals in medical negligence cases are  generally not discoverable and, depending on the case, other types of evidence may be non-discoverable for reasons of privacy, difficulty and/or expense in complying and for other reasons. (Criminal discovery rules may differ from those discussed here.) Electronic discovery or 'e-discovery' refers to discovery of information stored in electronic format (often referred to as Electronically Stored Information, or ESI).",4,"{""Electronic discovery or 'e-discovery' refers to discovery of information stored in electronic format (often referred to as Electronically Stored Information, or ESI).""}","{'For instance, juvenile criminal records are generally not discoverable, peer review findings by hospitals in medical negligence cases are  generally not discoverable and, depending on the case, other types of evidence may be non-discoverable for reasons of privacy, difficulty and/or expense in complying and for other reasons.', 'Certain types of information are generally protected from discovery; these include information which is privileged and the work product of the opposing party.', '(Issues of the scope of relevance are taken care of before trial in motions in limine and during trial with objections.)', 'Other types of information may be protected, depending on the type of case and the status of the party.', ""Under the law of the United States, civil discovery is wide-ranging and can involve any material which is 'reasonably calculated to lead to admissible evidence.'"", 'This is a much broader standard than relevance, because it contemplates the exploration of evidence which might be relevant, rather than evidence which is truly relevant.', '(Criminal discovery rules may differ from those discussed here.)'}"
104_9,e-Discovery?  What's that?,MARCO_198504,"The key to addressing eDiscovery is to be proactive in the management of information and records with control over the handling of potential ediscovery requests. eDiscovery is short for electronic discovery, which is defined as the process of discovery in civil litigation that is carried out in electronic formats. It encompasses what most often is referred to as electronically stored information, or ESI. Examples of the types of ESI included are emails, instant messaging chats, documents, accounting databases, CAD/CAM files, Web sites, and any other electronic information that could be relevant evidence in a lawsuit.",4,"{'It encompasses what most often is referred to as electronically stored information, or ESI.', 'eDiscovery is short for electronic discovery, which is defined as the process of discovery in civil litigation that is carried out in electronic formats.', 'Examples of the types of ESI included are emails, instant messaging chats, documents, accounting databases, CAD/CAM files, Web sites, and any other electronic information that could be relevant evidence in a lawsuit.'}",{'The key to addressing eDiscovery is to be proactive in the management of information and records with control over the handling of potential ediscovery requests.'}
104_9,e-Discovery?  What's that?,MARCO_3438024,"electronic discovery (e-discovery or ediscovery) Electronic discovery (also called e-discovery or ediscovery) refers to any process in which electronic data is sought, located, secured, and searched with the intent of using it as evidence in a civil or criminal legal case. E-discovery can be carried out offline on a particular computer or it can be done in a network. Court-ordered or government sanctioned hacking for the purpose of obtaining critical evidence is also a type of e-discovery.",4,"{'Court-ordered or government sanctioned hacking for the purpose of obtaining critical evidence is also a type of e-discovery.', 'electronic discovery (e-discovery or ediscovery) Electronic discovery (also called e-discovery or ediscovery) refers to any process in which electronic data is sought, located, secured, and searched with the intent of using it as evidence in a civil or criminal legal case.'}",{'E-discovery can be carried out offline on a particular computer or it can be done in a network.'}
104_9,e-Discovery?  What's that?,MARCO_7632930,"electronic discovery (e-discovery or ediscovery) Electronic discovery (also called e-discovery or ediscovery) refers to any process in which electronic data is sought, located, secured, and searched with the intent of using it as evidence in a civil or criminal legal case. E-discovery can be carried out offline on a particular computer or it can be done in a network.",4,"{'electronic discovery (e-discovery or ediscovery) Electronic discovery (also called e-discovery or ediscovery) refers to any process in which electronic data is sought, located, secured, and searched with the intent of using it as evidence in a civil or criminal legal case.'}",{'E-discovery can be carried out offline on a particular computer or it can be done in a network.'}
