HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3BA7SXOG2N5Z1J05S41XOCAKZCER8K,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3RKNTXVS3RD96LPG4SU01U1WBNMA4M,worker_28,Submitted,Fri May 19 20:29:57 PDT 2023,Fri May 19 20:32:51 PDT 2023,Mon May 22 20:32:51 PDT 2023,,,,174,100% (166/166),100% (166/166),100% (165/165),105_7,0,CAR_c6e03044b5ca8bcf2c4432eeb62f70a3eeb9446b,3,"Blue Lives Matter is a pro-police movement in the United States. It was started after the killings of NYPD officers Rafael Ramos and Wenjian Liu in Brooklyn, New York, on December 20, 2014, after they were ambushed in their patrol car. Blue Lives Matter was formed in reaction to the Black Lives Matter movement, which seeks to end police brutality against the African American community.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":64,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":236,""label"":""relevant-text-span"",""startOffset"":65},{""endOffset"":311,""label"":""relevant-text-span"",""startOffset"":236}]}}]",x,,"['Blue Lives Matter is a pro-police movement in the United States.', 'It was started after the killings of NYPD officers Rafael Ramos and Wenjian Liu in Brooklyn, New York, on December 20, 2014, after they were ambushed in their patrol car. ', 'Blue Lives Matter was formed in reaction to the Black Lives Matter movement']"
3BA7SXOG2N5Z1J05S41XOCAKZCER8K,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3YJ6NA41JGV6W7E3WIZ1XRFAS67JPX,worker_167,Submitted,Fri May 19 19:21:17 PDT 2023,Fri May 19 19:30:01 PDT 2023,Mon May 22 19:30:01 PDT 2023,,,,524,100% (204/205),100% (166/166),100% (165/165),105_7,0,CAR_c6e03044b5ca8bcf2c4432eeb62f70a3eeb9446b,3,"Blue Lives Matter is a pro-police movement in the United States. It was started after the killings of NYPD officers Rafael Ramos and Wenjian Liu in Brooklyn, New York, on December 20, 2014, after they were ambushed in their patrol car. Blue Lives Matter was formed in reaction to the Black Lives Matter movement, which seeks to end police brutality against the African American community.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":63,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":188,""label"":""relevant-text-span"",""startOffset"":65},{""endOffset"":311,""label"":""relevant-text-span"",""startOffset"":236}]}}]",x,,"['Blue Lives Matter is a pro-police movement in the United States', 'It was started after the killings of NYPD officers Rafael Ramos and Wenjian Liu in Brooklyn, New York, on December 20, 2014', 'Blue Lives Matter was formed in reaction to the Black Lives Matter movement']"
3WUVMVA7PFIMMYFBZJFO66IEYHXZAP,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3X65QVEQI52TX8TZUYP8T6TVXELLCF,worker_266,Submitted,Sat May 20 08:15:31 PDT 2023,Sat May 20 08:16:49 PDT 2023,Tue May 23 08:16:49 PDT 2023,,,,78,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_01c1c4a6ca3020e529b9c624879846af00b115ca,0,"Opposition gatherings are frequently the subject of brutal attacks by the police force, such as the crackdown on an 11 March 2007 Movement for Democratic Change (MDC) rally. In the events, party leader Morgan Tsvangirai and 49 other opposition activists were arrested and severely beaten by the police. Edward Chikombo, a journalist who sent images of the beatings to foreign media, was abducted and murdered a few days later. After his release, Morgan Tsvangirai told the BBC that he suffered head injuries and blows to the arms, knees and back, and that he lost a significant amount of blood. The police action was strongly condemned by the UN Secretary-General, Ban Ki-moon, the European Union and the United States. While noting that the activists had suffered injuries, but not mentioning the cause of them, the Zimbabwean government-controlled daily newspaper The Herald claimed the police had intervened after demonstrators 'ran amok looting shops, destroying property, mugging civilians, and assaulting police officers and innocent members of the public'. The newspaper also argued that the opposition had been 'wilfully violating the ban on political rallies'.",1.0,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3WUVMVA7PFIMMYFBZJFO66IEYHXZAP,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3VJ40NV2QN2IPAY7TC0QAXXTG1ZTOO,worker_28,Submitted,Fri May 19 07:44:04 PDT 2023,Fri May 19 07:49:39 PDT 2023,Mon May 22 07:49:39 PDT 2023,,,,335,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_01c1c4a6ca3020e529b9c624879846af00b115ca,0,"Opposition gatherings are frequently the subject of brutal attacks by the police force, such as the crackdown on an 11 March 2007 Movement for Democratic Change (MDC) rally. In the events, party leader Morgan Tsvangirai and 49 other opposition activists were arrested and severely beaten by the police. Edward Chikombo, a journalist who sent images of the beatings to foreign media, was abducted and murdered a few days later. After his release, Morgan Tsvangirai told the BBC that he suffered head injuries and blows to the arms, knees and back, and that he lost a significant amount of blood. The police action was strongly condemned by the UN Secretary-General, Ban Ki-moon, the European Union and the United States. While noting that the activists had suffered injuries, but not mentioning the cause of them, the Zimbabwean government-controlled daily newspaper The Herald claimed the police had intervened after demonstrators 'ran amok looting shops, destroying property, mugging civilians, and assaulting police officers and innocent members of the public'. The newspaper also argued that the opposition had been 'wilfully violating the ban on political rallies'.",1.0,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3WUVMVA7PFIMMYFBZJFO66IEYHXZAP,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,37WLF8U1WU5TXL2GZ704S6O6CQI6KE,worker_167,Submitted,Fri May 19 19:24:39 PDT 2023,Fri May 19 19:38:06 PDT 2023,Mon May 22 19:38:06 PDT 2023,,,,807,100% (204/205),100% (166/166),100% (165/165),105_8,0,CAR_01c1c4a6ca3020e529b9c624879846af00b115ca,0,"Opposition gatherings are frequently the subject of brutal attacks by the police force, such as the crackdown on an 11 March 2007 Movement for Democratic Change (MDC) rally. In the events, party leader Morgan Tsvangirai and 49 other opposition activists were arrested and severely beaten by the police. Edward Chikombo, a journalist who sent images of the beatings to foreign media, was abducted and murdered a few days later. After his release, Morgan Tsvangirai told the BBC that he suffered head injuries and blows to the arms, knees and back, and that he lost a significant amount of blood. The police action was strongly condemned by the UN Secretary-General, Ban Ki-moon, the European Union and the United States. While noting that the activists had suffered injuries, but not mentioning the cause of them, the Zimbabwean government-controlled daily newspaper The Herald claimed the police had intervened after demonstrators 'ran amok looting shops, destroying property, mugging civilians, and assaulting police officers and innocent members of the public'. The newspaper also argued that the opposition had been 'wilfully violating the ban on political rallies'.",1.0,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3XH7ZM9YY69ZFOJFXW7BO85VJIWR99,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3CTOC39K3C5HQ1A30W5KX5OPSCBJ70,worker_266,Submitted,Fri May 19 22:09:05 PDT 2023,Fri May 19 22:11:25 PDT 2023,Mon May 22 22:11:25 PDT 2023,,,,140,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_4bb54e1efe57c9e5fd97856cb3c38c50d8451668,1,"On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement, which seeks to end police brutality against black people, with some advocates of the amendment using the slogan 'Blue Lives Matter'. Since the inception of Black Lives Matter, critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'. Despite the killing of a Texas sheriff in 2015 and the killings of two NYPD officers in the previous year, in response to the death of Eric Garner and the shooting of Michael Brown, there was little to no data suggesting hate crimes against law enforcement were a common problem when the bill was passed. A little less than two months after the amendment was passed, Baton Rouge was in the national spotlight after the Baton Rouge Police killing of Alton Sterling by two white police officers. This sparked protests in Baton Rouge, resulting in hundreds of arrests and increased racial tension nationally. In the week during those protests, five police officers were killed in Dallas, and the week after the protests, three more officers were killed in Baton Rouge. Both perpetrators were killed and the motives behind both shootings were responses to the recent police killings by police officers of black men.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":761,""label"":""relevant-text-span"",""startOffset"":706}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,[' the killings of two NYPD officers in the previous year']
3XH7ZM9YY69ZFOJFXW7BO85VJIWR99,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3MHW492WW5S92ZHKLRLSJBW9IO2VMX,worker_28,Submitted,Fri May 19 19:02:50 PDT 2023,Fri May 19 19:05:33 PDT 2023,Mon May 22 19:05:33 PDT 2023,,,,163,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_4bb54e1efe57c9e5fd97856cb3c38c50d8451668,1,"On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement, which seeks to end police brutality against black people, with some advocates of the amendment using the slogan 'Blue Lives Matter'. Since the inception of Black Lives Matter, critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'. Despite the killing of a Texas sheriff in 2015 and the killings of two NYPD officers in the previous year, in response to the death of Eric Garner and the shooting of Michael Brown, there was little to no data suggesting hate crimes against law enforcement were a common problem when the bill was passed. A little less than two months after the amendment was passed, Baton Rouge was in the national spotlight after the Baton Rouge Police killing of Alton Sterling by two white police officers. This sparked protests in Baton Rouge, resulting in hundreds of arrests and increased racial tension nationally. In the week during those protests, five police officers were killed in Dallas, and the week after the protests, three more officers were killed in Baton Rouge. Both perpetrators were killed and the motives behind both shootings were responses to the recent police killings by police officers of black men.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":836,""label"":""relevant-text-span"",""startOffset"":763}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,['in response to the death of Eric Garner and the shooting of Michael Brown']
3XH7ZM9YY69ZFOJFXW7BO85VJIWR99,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3KB8R4ZV1JMU1BNS57WX5UI5JACGB6,worker_167,Submitted,Fri May 19 19:36:50 PDT 2023,Fri May 19 19:47:41 PDT 2023,Mon May 22 19:47:41 PDT 2023,,,,651,100% (204/205),100% (166/166),100% (165/165),105_8,0,CAR_4bb54e1efe57c9e5fd97856cb3c38c50d8451668,1,"On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement, which seeks to end police brutality against black people, with some advocates of the amendment using the slogan 'Blue Lives Matter'. Since the inception of Black Lives Matter, critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'. Despite the killing of a Texas sheriff in 2015 and the killings of two NYPD officers in the previous year, in response to the death of Eric Garner and the shooting of Michael Brown, there was little to no data suggesting hate crimes against law enforcement were a common problem when the bill was passed. A little less than two months after the amendment was passed, Baton Rouge was in the national spotlight after the Baton Rouge Police killing of Alton Sterling by two white police officers. This sparked protests in Baton Rouge, resulting in hundreds of arrests and increased racial tension nationally. In the week during those protests, five police officers were killed in Dallas, and the week after the protests, three more officers were killed in Baton Rouge. Both perpetrators were killed and the motives behind both shootings were responses to the recent police killings by police officers of black men.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3PUOXASB6BI8HF567D1OAB7USZFZ9A,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,34YB12FSQ33QK2RPWWM6JATZVB2GML,worker_266,Submitted,Sat May 20 08:03:08 PDT 2023,Sat May 20 08:05:34 PDT 2023,Tue May 23 08:05:34 PDT 2023,,,,146,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_836727a54d92759fcf19efeb2a2c93640bc1d005,1,"On , two NYPD officers were shot and killed in their police car in Bedford–Stuyvesant, Brooklyn. The suspected gunman, Ismaaiyl Brinsley, posted days earlier on Instagram his intention to kill police officers in response to the killings of Brown and Eric Garner. The suspect, who had a long criminal record and had shot his girlfriend in the stomach a few hours earlier, entered the New York City Subway and committed suicide.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":261,""label"":""relevant-text-span"",""startOffset"":96}]}}]",x,,"[' The suspected gunman, Ismaaiyl Brinsley, posted days earlier on Instagram his intention to kill police officers in response to the killings of Brown and Eric Garner']"
3PUOXASB6BI8HF567D1OAB7USZFZ9A,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3PXX5PX6L2DTRKAPJ74N9872LDWABH,worker_28,Submitted,Fri May 19 07:44:10 PDT 2023,Fri May 19 07:55:46 PDT 2023,Mon May 22 07:55:46 PDT 2023,,,,696,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_836727a54d92759fcf19efeb2a2c93640bc1d005,1,"On , two NYPD officers were shot and killed in their police car in Bedford–Stuyvesant, Brooklyn. The suspected gunman, Ismaaiyl Brinsley, posted days earlier on Instagram his intention to kill police officers in response to the killings of Brown and Eric Garner. The suspect, who had a long criminal record and had shot his girlfriend in the stomach a few hours earlier, entered the New York City Subway and committed suicide.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":263,""label"":""relevant-text-span"",""startOffset"":96}]}}]",x,,"[' The suspected gunman, Ismaaiyl Brinsley, posted days earlier on Instagram his intention to kill police officers in response to the killings of Brown and Eric Garner. ']"
3PUOXASB6BI8HF567D1OAB7USZFZ9A,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3Z2R0DQ0JMT2TKR5GJDY4YUPCOKE2L,worker_167,Submitted,Fri May 19 19:36:31 PDT 2023,Fri May 19 19:47:20 PDT 2023,Mon May 22 19:47:20 PDT 2023,,,,649,100% (204/205),100% (166/166),100% (165/165),105_8,0,CAR_836727a54d92759fcf19efeb2a2c93640bc1d005,1,"On , two NYPD officers were shot and killed in their police car in Bedford–Stuyvesant, Brooklyn. The suspected gunman, Ismaaiyl Brinsley, posted days earlier on Instagram his intention to kill police officers in response to the killings of Brown and Eric Garner. The suspect, who had a long criminal record and had shot his girlfriend in the stomach a few hours earlier, entered the New York City Subway and committed suicide.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3FBEFUUYSOKKYOV0XEID98PJTD16A6,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,36V4Q8R5ZPFHXRL3ZSRIDOX11WQMQX,worker_266,Submitted,Fri May 19 19:52:07 PDT 2023,Fri May 19 19:53:06 PDT 2023,Mon May 22 19:53:06 PDT 2023,,,,59,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_b20ad3e4e0f645c73af0affb4ecf1a5aaea70e68,1,"On December 20, two NYPD officers were killed in an ambush in Bedford–Stuyvesant, Brooklyn. The suspected gunman, Ismaaiyl Brinsley, 'declared his intention on his Instagram account to kill police officers as retribution for the recent police killings of Michael Brown and Eric Garner'. The suspect, who has a long criminal record, then entered the New York City Subway and committed suicide.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":285,""label"":""relevant-text-span"",""startOffset"":92}]}}]",x,,"[""The suspected gunman, Ismaaiyl Brinsley, 'declared his intention on his Instagram account to kill police officers as retribution for the recent police killings of Michael Brown and Eric Garner'""]"
3FBEFUUYSOKKYOV0XEID98PJTD16A6,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3CTOC39K3C5HQ1A30W5KX5OPSC67JJ,worker_28,Submitted,Fri May 19 20:30:13 PDT 2023,Fri May 19 20:37:56 PDT 2023,Mon May 22 20:37:56 PDT 2023,,,,463,100% (166/166),100% (166/166),100% (165/165),105_8,0,CAR_b20ad3e4e0f645c73af0affb4ecf1a5aaea70e68,1,"On December 20, two NYPD officers were killed in an ambush in Bedford–Stuyvesant, Brooklyn. The suspected gunman, Ismaaiyl Brinsley, 'declared his intention on his Instagram account to kill police officers as retribution for the recent police killings of Michael Brown and Eric Garner'. The suspect, who has a long criminal record, then entered the New York City Subway and committed suicide.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":287,""label"":""relevant-text-span"",""startOffset"":92}]}}]",x,,"[""The suspected gunman, Ismaaiyl Brinsley, 'declared his intention on his Instagram account to kill police officers as retribution for the recent police killings of Michael Brown and Eric Garner'. ""]"
3FBEFUUYSOKKYOV0XEID98PJTD16A6,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3LEP4MGT3LFRPRD13HVPZ9F86IWDBT,worker_167,Submitted,Fri May 19 19:32:07 PDT 2023,Fri May 19 19:44:38 PDT 2023,Mon May 22 19:44:38 PDT 2023,,,,751,100% (204/205),100% (166/166),100% (165/165),105_8,0,CAR_b20ad3e4e0f645c73af0affb4ecf1a5aaea70e68,1,"On December 20, two NYPD officers were killed in an ambush in Bedford–Stuyvesant, Brooklyn. The suspected gunman, Ismaaiyl Brinsley, 'declared his intention on his Instagram account to kill police officers as retribution for the recent police killings of Michael Brown and Eric Garner'. The suspect, who has a long criminal record, then entered the New York City Subway and committed suicide.",,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3XUY87HIWTTNPSPHHXFZ7VH5DU4MMF,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,35USIKEBNWVU5RNJWKSKKY5A6LON61,worker_266,Submitted,Fri May 19 19:54:30 PDT 2023,Fri May 19 19:55:14 PDT 2023,Mon May 22 19:55:14 PDT 2023,,,,44,100% (166/166),100% (166/166),100% (165/165),105_8,0,MARCO_801480,0,"Black Lives Matter is an international activist movement, originating in the African-American community, that campaigns against violence and systemic racism towards black people. BLM regularly holds protests speaking out against police killings of black people, and broader issues such as racial profiling, police brutality, and racial inequality in the United States criminal justice system. In 2013, the movement began with the use of the hashtag #BlackLivesMatter on social media after the acquitt",0.0,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3XUY87HIWTTNPSPHHXFZ7VH5DU4MMF,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3EICBYG649BN2I5ZRDDVDRG3TNXCJH,worker_28,Submitted,Fri May 19 20:30:06 PDT 2023,Fri May 19 20:35:28 PDT 2023,Mon May 22 20:35:28 PDT 2023,,,,322,100% (166/166),100% (166/166),100% (165/165),105_8,0,MARCO_801480,0,"Black Lives Matter is an international activist movement, originating in the African-American community, that campaigns against violence and systemic racism towards black people. BLM regularly holds protests speaking out against police killings of black people, and broader issues such as racial profiling, police brutality, and racial inequality in the United States criminal justice system. In 2013, the movement began with the use of the hashtag #BlackLivesMatter on social media after the acquitt",0.0,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3XUY87HIWTTNPSPHHXFZ7VH5DU4MMF,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:21 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:21 PDT 2023,,,3VP0C6EFSLBON92JKJDK7JGA1VCM6Y,worker_167,Submitted,Fri May 19 19:21:09 PDT 2023,Fri May 19 19:23:46 PDT 2023,Mon May 22 19:23:46 PDT 2023,,,,157,100% (204/205),100% (166/166),100% (165/165),105_8,0,MARCO_801480,0,"Black Lives Matter is an international activist movement, originating in the African-American community, that campaigns against violence and systemic racism towards black people. BLM regularly holds protests speaking out against police killings of black people, and broader issues such as racial profiling, police brutality, and racial inequality in the United States criminal justice system. In 2013, the movement began with the use of the hashtag #BlackLivesMatter on social media after the acquitt",0.0,Why were Rafael Ramos and Wenjian Liu killed?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
